AirlineName,CabinType,OverallScore,Recommended,Review,sentence_count_period,proxy_label,vader_original_full,vader_original_sentence_avg,vader_adjusted_full,vader_adjusted_sentence_avg
VietJet Air,Economy Class,6.0,yes,HAN-DAD on an Airbus 320-200. New LCC-carrier in Indochina. Very busy afternoon got the last seat on plane as I purchased with very short notice. Service and interior colourful young talkative FAs. Check-in smooth and at a good visible location. Flight departure delayed 30 Minutes. There are many food and drink items and the prices are in general very reasonable even compared to Vietnamese prices. Due to a crowded Hanoi airport and due to its low priority for LCCs there was no direct gate boarding and the bus drive to the aircraft became cumbersome and tedious. The carrier resembles AirAsia though slightly less professional.,9,unknown,-0.3182,-0.03294444444444445,0.2567,0.017455555555555564
Air Canada rouge,Economy Class,8.0,yes,"I think this carrier gets a very unfair rap. First flight was YVR to SFO on A319. I had no trouble fitting into my seat space. For flights of 2-3 hours it is perfectly fine. We didn't purchase any food. Return from LAX was on B767 which operates also the Osaka-YVR route. I really have no issues with Rouge unlike the parent company with whom we rounded off our latest north American trip. The entertainment on our ipad was the same as our flight from Japan, but we managed to find something. ",8,positive,0.3805,0.04642500000000002,0.3805,0.04642500000000002
Qatar Airways,Business Class,10.0,yes,Everything I found on this flight was amazing and I was really surprised and impressed the Qatar Airways offered their services during flight. I have no doubt in saying Qatar Airways is the best airline in the world. Qatar will always be my first choice.,3,positive,0.94,0.5326,0.94,0.5326
Frontier Airlines,Economy Class,10.0,yes,"Friendly staff, smiling pilots, comfortable seating. Not much for food and beverage however. Buy it. Your getting discounted tickets pay for a snack if you dont bring one with you. Problem solved I did opt to buy a front seat in the aisle, for a cheap price, but with my ticket costing 39 bucks round trip. Why hell not. If u can pack a personal bag with enough stuff in the limits of what they offer, free baggage. Flew with 2 kids, personal bags only and for a week in Orlando. Less then 150 bucks for all 3 of us round trip, with seat selection there and back. Recommend 100%",10,positive,0.631,0.09213,0.5267,0.08528
flydubai,Economy Class,8.0,yes,Yerevan to Dubai. The reason is simple they have very reasonable rates for international destination. Service was at par. Even though nothing is great but still considerable against other budget airlines.,4,positive,-0.284,-0.071,-0.284,-0.071
Air Transat,Economy Class,10.0,yes,"Calgary to London Gatwick. I flew with Air Transat on a long eight-hour flight, some of which was during the night. They had comfortable mood lighting but when it was dark out they dimmed the lights. They came around frequently with drinks and food and their duty-free selection. I thoroughly recommend this airline if you are flying transatlantic from Europe. I am looking forward to flying on them again.",6,positive,0.704,0.11745,0.6897,0.11168333333333332
Air India,Economy Class,8.0,yes,Flew domestic IXL-DEL in a brand-new A319. Boarding chaotic 2 flights boarded from one gate. Apart from that service was excellent. Especially food was delicious - you do not get that kind of food even on short- haul business flights in Europe. Personal IFE even though some of the screens seemed to work better than others.,5,positive,0.8107,0.22522000000000003,0.8646,0.28332
Singapore Airlines,Economy Class,9.0,yes,Singapore to Munich. Overall another good flight. For some reason they didn't do priority boarding parents traveling with infants which caused a bit of a bottleneck on the air bridge. Flight departed 10 min late but arrived 5 min early. Staff were friendly and the service constant throughout the flight. Having now flown Premium economy and Economy back to back I can't see the value in paying extra for Premium economy as the standard product is so good. Only downside was the time it took the luggage to come out.,7,positive,0.7853,0.15532857142857143,0.6264,0.12048571428571428
American Airlines,Business Class,6.0,yes,It was a morning flight from Buenos Aires to Miami. There was only one check-in desk for business and first class but it wasn't marked on the screens at all. The staff were nice. The boarding started only 20 min before departure but the passenges were stuck in the jetway for 10 min before getting aboard. Boarding was more or less chaos. Only one of the cabin crew were greeting passenges and the rest of them were just talking to each others. The breakfast was served after take-off and it was quite small for a business class meal. The second meal was a pizza. Ice cream or cake were served between main courses. The seat was good as it's new generation seat for American Airlines business class on B777-300. Not a bad flight but most of the cabin crew just did the minimum. They kept the safety belt signs on for the last 6 hrs with only a few occasions of turbulence.,12,unknown,0.9015,0.08339166666666666,0.9015,0.08339166666666666
Cambodia Angkor Air,Economy Class,7.0,yes,SGN-REP on new A320. Boarding was easy inflight service excellent. My only negative issue is when I was booking the flight online I had to buy a business class ticket as it showed no coach availability. Imagine my surprise when boarding to see only about 40% of coach filled.,4,positive,0.4215,0.08215,0.4767,0.08702499999999999
Finnair,Business Class,10.0,yes,Helsinki to Stockholm with Finnair. What a fantastic short flight! Started a bit early and arrived ahead of schedule. The captain sounded like a nice chap and the purser and the other FA in front were just amazing! Extremely service-minded and friendly on this short hop.,3,positive,0.9497,0.5048333333333334,0.9481,0.5337
Asiana Airlines,Economy Class,10.0,yes,"This was my first time flying Asiana Airlines. The flight attendants were very accommodating and friendly. The plane was comfortable and very clean. The flight attendants cleaned the bathrooms frequently throughout the long flight, which I have never seen done! Toiletries including toothbrushes were replenished. The food was very good, drinks and water given frequently in between. I have nothing but positive things to report, and just as I said, I will definitely fly with Asiana again.",6,positive,0.7529,0.28091666666666665,0.6351,0.22148333333333337
Allegiant Air,Economy Class,10.0,yes,We had a great flight today. It was our first time flying with Allegiant and felt it was a bit of a gamble having read some poor reviews but our flight today between Clearwater and Harrisburg PA was perfect. From the check-in person to the pilots and flight attendants I truly noticed an attention to customer service I was not expecting. It was little things like just being friendly and talking to us like humans not robots that made the biggest impact. It made me feel so glad we chose to give Allegiant airline a chance and look forward to doing so much more in the future. We knew in advance we would be paying extra for luggage and for drinks etc. The rates were still the best and only non-stop available. And the fact that the seats did not recline back was considered a plus by me.,8,positive,0.9886,0.47587500000000005,0.9868,0.46425
